event_id,user_id,title,start_time,end_time,status,description,location,event_type,with_whom
1213,1,Break - Take a short walk,2024-10-15 10:00:00,2024-10-15 10:19:00,completed,Take a short walk,Cafe,Break,
1214,1,Admin - Respond to internal emails,2024-10-15 11:00:00,2024-10-15 11:28:00,to be rescheduled,Respond to internal emails,Home,Admin,
1207,1,Email & Communication - Follow up on proposals,2024-10-15 14:00:00,2024-10-15 14:24:00,completed,Follow up on proposals,Zoom,Email & Communication,
1209,1,Project Work - Write project documentation,2024-10-16 08:00:00,2024-10-16 09:43:00,completed,Write project documentation,Cafe,Project Work,
1216,1,Project Work - Implement module features,2024-10-16 08:00:00,2024-10-16 09:04:00,completed,Implement module features,Home,Project Work,
1217,1,Admin - Update invoices,2024-10-16 10:00:00,2024-10-16 10:32:00,completed,Update invoices,Home,Admin,
1218,1,Email & Communication - Follow up on proposals,2024-10-16 11:00:00,2024-10-16 11:23:00,completed,Follow up on proposals,Zoom,Email & Communication,
1205,1,Admin - Update invoices,2024-10-16 13:00:00,2024-10-16 13:32:00,completed,Update invoices,Google Meet,Admin,
1219,1,Project Work - Test new codebase,2024-10-17 10:00:00,2024-10-17 11:01:00,completed,Test new codebase,Cafe,Project Work,
1220,1,Client Meeting - Align on next steps,2024-10-17 12:00:00,2024-10-17 12:32:00,completed,Align on next steps,Office,Client Meeting,Rebecca Henderson
1221,1,Break - Coffee break,2024-10-17 13:00:00,2024-10-17 13:18:00,completed,Coffee break,Office,Break,
1222,1,Email & Communication - Sort inbox,2024-10-17 14:00:00,2024-10-17 14:22:00,canceled,Sort inbox,Home,Email & Communication,
1224,1,Break - Coffee break,2024-10-18 10:00:00,2024-10-18 10:19:00,completed,Coffee break,Home,Break,
1225,1,Admin - Respond to internal emails,2024-10-18 11:00:00,2024-10-18 11:28:00,completed,Respond to internal emails,Google Meet,Admin,
1215,1,Admin - Respond to internal emails,2024-10-18 11:00:00,2024-10-18 11:28:00,completed,Respond to internal emails,Home,Admin,
1226,1,Email & Communication - Reply to client emails,2024-10-18 12:00:00,2024-10-18 12:22:00,canceled,Reply to client emails,Office,Email & Communication,
1228,1,Project Work - Write project documentation,2024-10-19 09:00:00,2024-10-19 10:17:00,completed,Write project documentation,Home,Project Work,
1229,1,Client Meeting - Discuss contract terms,2024-10-19 11:00:00,2024-10-19 11:36:00,completed,Discuss contract terms,Zoom,Client Meeting,James Ferrell
1230,1,Break - Lunch break,2024-10-19 12:00:00,2024-10-19 12:22:00,completed,Lunch break,Zoom,Break,
1223,1,Email & Communication - Sort inbox,2024-10-19 14:00:00,2024-10-19 14:22:00,completed,Sort inbox,Home,Email & Communication,
1231,1,Project Work - Implement module features,2024-10-20 10:00:00,2024-10-20 11:55:00,completed,Implement module features,Cafe,Project Work,
1232,1,Client Meeting - Review progress with client,2024-10-20 12:00:00,2024-10-20 12:57:00,canceled,Review progress with client,Cafe,Client Meeting,Tricia Valencia
1234,1,Break - Take a short walk,2024-10-20 13:00:00,2024-10-20 13:15:00,completed,Take a short walk,Google Meet,Break,
1235,1,Admin - Update invoices,2024-10-20 14:00:00,2024-10-20 14:20:00,completed,Update invoices,Google Meet,Admin,
1236,1,Project Work - Test new codebase,2024-10-21 10:00:00,2024-10-21 11:04:00,completed,Test new codebase,Cafe,Project Work,
1233,1,Client Meeting - Review progress with client,2024-10-21 12:00:00,2024-10-21 12:57:00,completed,Review progress with client,Cafe,Client Meeting,Tricia Valencia
1237,1,Client Meeting - Discuss contract terms,2024-10-21 12:00:00,2024-10-21 12:44:00,completed,Discuss contract terms,Cafe,Client Meeting,Nathan Maldonado
1227,1,Email & Communication - Reply to client emails,2024-10-21 12:00:00,2024-10-21 12:22:00,completed,Reply to client emails,Office,Email & Communication,
1238,1,Break - Mindfulness time,2024-10-21 13:00:00,2024-10-21 13:15:00,upcoming,Mindfulness time,Home,Break,
1239,1,Admin - Submit weekly report,2024-10-21 14:00:00,2024-10-21 14:23:00,completed,Submit weekly report,Zoom,Admin,
1240,1,Project Work - Test new codebase,2024-10-22 09:00:00,2024-10-22 10:04:00,completed,Test new codebase,Home,Project Work,
1241,1,Break - Mindfulness time,2024-10-22 11:00:00,2024-10-22 11:29:00,completed,Mindfulness time,Zoom,Break,
1242,1,Email & Communication - Sort inbox,2024-10-22 12:00:00,2024-10-22 12:21:00,completed,Sort inbox,Home,Email & Communication,
1243,1,Project Work - Write project documentation,2024-10-23 09:00:00,2024-10-23 10:25:00,completed,Write project documentation,Office,Project Work,
1244,1,Client Meeting - Review progress with client,2024-10-23 11:00:00,2024-10-23 11:51:00,completed,Review progress with client,Home,Client Meeting,Debra Davidson
1245,1,Break - Coffee break,2024-10-23 12:00:00,2024-10-23 12:17:00,upcoming,Coffee break,Office,Break,
1246,1,Client Meeting - Demo completed features,2024-10-24 10:00:00,2024-10-24 10:51:00,completed,Demo completed features,Home,Client Meeting,Jeffrey Chavez
1247,1,Project Work - Implement module features,2024-10-25 10:00:00,2024-10-25 11:06:00,completed,Implement module features,Google Meet,Project Work,
1248,1,Break - Take a short walk,2024-10-25 12:00:00,2024-10-25 12:18:00,completed,Take a short walk,Zoom,Break,
1249,1,Project Work - Write project documentation,2024-10-26 09:00:00,2024-10-26 10:49:00,to be rescheduled,Write project documentation,Cafe,Project Work,
1251,1,Client Meeting - Demo completed features,2024-10-26 11:00:00,2024-10-26 11:52:00,to be rescheduled,Demo completed features,Office,Client Meeting,Sherri Baker
1253,1,Admin - Update invoices,2024-10-26 12:00:00,2024-10-26 12:32:00,completed,Update invoices,Zoom,Admin,
1254,1,Project Work - Test new codebase,2024-10-27 08:00:00,2024-10-27 09:29:00,completed,Test new codebase,Office,Project Work,
1250,1,Project Work - Write project documentation,2024-10-27 09:00:00,2024-10-27 10:49:00,completed,Write project documentation,Cafe,Project Work,
1255,1,Break - Lunch break,2024-10-27 10:00:00,2024-10-27 10:17:00,completed,Lunch break,Google Meet,Break,
1252,1,Client Meeting - Demo completed features,2024-10-27 11:00:00,2024-10-27 11:52:00,completed,Demo completed features,Office,Client Meeting,Sherri Baker
1256,1,Email & Communication - Schedule meetings,2024-10-27 11:00:00,2024-10-27 11:17:00,completed,Schedule meetings,Home,Email & Communication,
1257,1,Project Work - Write project documentation,2024-10-28 10:00:00,2024-10-28 11:17:00,completed,Write project documentation,Office,Project Work,
1258,1,Client Meeting - Align on next steps,2024-10-28 12:00:00,2024-10-28 12:39:00,to be rescheduled,Align on next steps,Cafe,Client Meeting,Cassandra Gaines
1260,1,Break - Take a short walk,2024-10-28 13:00:00,2024-10-28 13:16:00,upcoming,Take a short walk,Google Meet,Break,
1261,1,Project Work - Fix reported bugs,2024-10-29 09:00:00,2024-10-29 10:00:00,completed,Fix reported bugs,Google Meet,Project Work,
1262,1,Client Meeting - Demo completed features,2024-10-29 11:00:00,2024-10-29 11:47:00,to be rescheduled,Demo completed features,Zoom,Client Meeting,Elizabeth Fowler
1264,1,Break - Coffee break,2024-10-29 12:00:00,2024-10-29 12:15:00,completed,Coffee break,Office,Break,
1259,1,Client Meeting - Align on next steps,2024-10-29 12:00:00,2024-10-29 12:39:00,completed,Align on next steps,Cafe,Client Meeting,Cassandra Gaines
1265,1,Admin - Submit weekly report,2024-10-29 13:00:00,2024-10-29 13:38:00,completed,Submit weekly report,Office,Admin,
1266,1,Email & Communication - Sort inbox,2024-10-29 14:00:00,2024-10-29 14:15:00,canceled,Sort inbox,Cafe,Email & Communication,
1268,1,Project Work - Fix reported bugs,2024-10-30 09:00:00,2024-10-30 10:54:00,completed,Fix reported bugs,Cafe,Project Work,
1269,1,Client Meeting - Demo completed features,2024-10-30 11:00:00,2024-10-30 11:32:00,completed,Demo completed features,Office,Client Meeting,Brittany Farmer
1270,1,Break - Coffee break,2024-10-30 12:00:00,2024-10-30 12:20:00,upcoming,Coffee break,Cafe,Break,
1271,1,Admin - Log expenses,2024-10-30 13:00:00,2024-10-30 13:31:00,completed,Log expenses,Google Meet,Admin,
1272,1,Email & Communication - Sort inbox,2024-10-30 14:00:00,2024-10-30 14:23:00,completed,Sort inbox,Zoom,Email & Communication,
1273,1,Break - Take a short walk,2024-10-31 08:00:00,2024-10-31 08:29:00,completed,Take a short walk,Office,Break,
1274,1,Admin - Respond to internal emails,2024-10-31 09:00:00,2024-10-31 09:22:00,completed,Respond to internal emails,Office,Admin,
1275,1,Project Work - Write project documentation,2024-11-01 09:00:00,2024-11-01 10:19:00,completed,Write project documentation,Zoom,Project Work,
1263,1,Client Meeting - Demo completed features,2024-11-01 11:00:00,2024-11-01 11:47:00,completed,Demo completed features,Zoom,Client Meeting,Elizabeth Fowler
1276,1,Client Meeting - Discuss contract terms,2024-11-01 11:00:00,2024-11-01 11:39:00,completed,Discuss contract terms,Cafe,Client Meeting,Paula Moreno
1277,1,Break - Coffee break,2024-11-01 12:00:00,2024-11-01 12:27:00,completed,Coffee break,Home,Break,
1267,1,Email & Communication - Sort inbox,2024-11-01 14:00:00,2024-11-01 14:15:00,completed,Sort inbox,Cafe,Email & Communication,
1278,1,Project Work - Write project documentation,2024-11-02 08:00:00,2024-11-02 09:30:00,completed,Write project documentation,Home,Project Work,
1279,1,Client Meeting - Discuss contract terms,2024-11-02 10:00:00,2024-11-02 10:58:00,to be rescheduled,Discuss contract terms,Cafe,Client Meeting,Fred Smith
1281,1,Break - Lunch break,2024-11-02 11:00:00,2024-11-02 11:29:00,completed,Lunch break,Office,Break,
1282,1,Admin - Respond to internal emails,2024-11-02 12:00:00,2024-11-02 12:29:00,completed,Respond to internal emails,Cafe,Admin,
1283,1,Email & Communication - Reply to client emails,2024-11-02 13:00:00,2024-11-02 13:25:00,completed,Reply to client emails,Cafe,Email & Communication,
1284,1,Project Work - Implement module features,2024-11-03 10:00:00,2024-11-03 11:16:00,to be rescheduled,Implement module features,Office,Project Work,
1280,1,Client Meeting - Discuss contract terms,2024-11-03 10:00:00,2024-11-03 10:58:00,completed,Discuss contract terms,Cafe,Client Meeting,Fred Smith
1286,1,Admin - Submit weekly report,2024-11-03 12:00:00,2024-11-03 12:40:00,to be rescheduled,Submit weekly report,Google Meet,Admin,
1288,1,Project Work - Implement module features,2024-11-04 09:00:00,2024-11-04 10:41:00,to be rescheduled,Implement module features,Cafe,Project Work,
1290,1,Break - Lunch break,2024-11-04 11:00:00,2024-11-04 11:15:00,completed,Lunch break,Google Meet,Break,
1291,1,Admin - Log expenses,2024-11-04 12:00:00,2024-11-04 12:35:00,completed,Log expenses,Google Meet,Admin,
1292,1,Email & Communication - Reply to client emails,2024-11-04 13:00:00,2024-11-04 13:18:00,completed,Reply to client emails,Office,Email & Communication,
1293,1,Project Work - Implement module features,2024-11-05 10:00:00,2024-11-05 11:24:00,completed,Implement module features,Cafe,Project Work,
1294,1,Break - Take a short walk,2024-11-05 12:00:00,2024-11-05 12:29:00,upcoming,Take a short walk,Google Meet,Break,
1285,1,Project Work - Implement module features,2024-11-06 10:00:00,2024-11-06 11:16:00,completed,Implement module features,Office,Project Work,
1295,1,Project Work - Test new codebase,2024-11-06 10:00:00,2024-11-06 11:14:00,completed,Test new codebase,Home,Project Work,
1296,1,Break - Take a short walk,2024-11-06 12:00:00,2024-11-06 12:29:00,completed,Take a short walk,Home,Break,
1287,1,Admin - Submit weekly report,2024-11-06 12:00:00,2024-11-06 12:40:00,completed,Submit weekly report,Google Meet,Admin,
1297,1,Admin - Log expenses,2024-11-06 13:00:00,2024-11-06 13:33:00,canceled,Log expenses,Cafe,Admin,
1299,1,Email & Communication - Reply to client emails,2024-11-06 14:00:00,2024-11-06 14:30:00,canceled,Reply to client emails,Cafe,Email & Communication,
1301,1,Project Work - Implement module features,2024-11-07 08:00:00,2024-11-07 09:17:00,completed,Implement module features,Home,Project Work,
1289,1,Project Work - Implement module features,2024-11-07 09:00:00,2024-11-07 10:41:00,completed,Implement module features,Cafe,Project Work,
1302,1,Client Meeting - Align on next steps,2024-11-07 10:00:00,2024-11-07 10:59:00,completed,Align on next steps,Office,Client Meeting,Sherry Decker
1303,1,Admin - Log expenses,2024-11-07 11:00:00,2024-11-07 11:32:00,completed,Log expenses,Home,Admin,
1304,1,Project Work - Test new codebase,2024-11-08 09:00:00,2024-11-08 10:20:00,canceled,Test new codebase,Google Meet,Project Work,
1306,1,Client Meeting - Review progress with client,2024-11-08 11:00:00,2024-11-08 11:56:00,completed,Review progress with client,Home,Client Meeting,Anthony Humphrey
1307,1,Break - Coffee break,2024-11-08 12:00:00,2024-11-08 12:15:00,completed,Coffee break,Office,Break,
1308,1,Admin - Submit weekly report,2024-11-08 13:00:00,2024-11-08 13:24:00,completed,Submit weekly report,Zoom,Admin,
1298,1,Admin - Log expenses,2024-11-08 13:00:00,2024-11-08 13:33:00,completed,Log expenses,Cafe,Admin,
1300,1,Email & Communication - Reply to client emails,2024-11-08 14:00:00,2024-11-08 14:30:00,completed,Reply to client emails,Cafe,Email & Communication,
1309,1,Project Work - Fix reported bugs,2024-11-09 08:00:00,2024-11-09 09:03:00,completed,Fix reported bugs,Zoom,Project Work,
1305,1,Project Work - Test new codebase,2024-11-09 09:00:00,2024-11-09 10:20:00,completed,Test new codebase,Google Meet,Project Work,
1310,1,Client Meeting - Discuss contract terms,2024-11-09 10:00:00,2024-11-09 10:58:00,completed,Discuss contract terms,Cafe,Client Meeting,Angelica Tucker
1311,1,Break - Coffee break,2024-11-09 11:00:00,2024-11-09 11:19:00,completed,Coffee break,Cafe,Break,
1312,1,Admin - Update invoices,2024-11-09 12:00:00,2024-11-09 12:38:00,completed,Update invoices,Cafe,Admin,
1313,1,Client Meeting - Discuss contract terms,2024-11-10 08:00:00,2024-11-10 08:55:00,canceled,Discuss contract terms,Home,Client Meeting,Philip Cannon
1315,1,Break - Coffee break,2024-11-10 09:00:00,2024-11-10 09:26:00,completed,Coffee break,Office,Break,
1316,1,Email & Communication - Follow up on proposals,2024-11-10 10:00:00,2024-11-10 10:18:00,to be rescheduled,Follow up on proposals,Google Meet,Email & Communication,
1314,1,Client Meeting - Discuss contract terms,2024-11-11 08:00:00,2024-11-11 08:55:00,completed,Discuss contract terms,Home,Client Meeting,Philip Cannon
1318,1,Project Work - Fix reported bugs,2024-11-11 10:00:00,2024-11-11 11:41:00,completed,Fix reported bugs,Home,Project Work,
1319,1,Admin - Log expenses,2024-11-11 12:00:00,2024-11-11 12:34:00,completed,Log expenses,Zoom,Admin,
1320,1,Project Work - Fix reported bugs,2024-11-12 08:00:00,2024-11-12 09:19:00,completed,Fix reported bugs,Office,Project Work,
1321,1,Client Meeting - Demo completed features,2024-11-12 10:00:00,2024-11-12 10:50:00,completed,Demo completed features,Zoom,Client Meeting,John Pierce
1317,1,Email & Communication - Follow up on proposals,2024-11-12 10:00:00,2024-11-12 10:18:00,completed,Follow up on proposals,Google Meet,Email & Communication,
1322,1,Admin - Submit weekly report,2024-11-12 11:00:00,2024-11-12 11:23:00,to be rescheduled,Submit weekly report,Home,Admin,
1324,1,Email & Communication - Schedule meetings,2024-11-12 12:00:00,2024-11-12 12:20:00,completed,Schedule meetings,Office,Email & Communication,
1325,1,Project Work - Write project documentation,2024-11-13 10:00:00,2024-11-13 11:05:00,to be rescheduled,Write project documentation,Home,Project Work,
1327,1,Client Meeting - Demo completed features,2024-11-13 12:00:00,2024-11-13 12:40:00,completed,Demo completed features,Office,Client Meeting,Shane Henderson
1328,1,Break - Mindfulness time,2024-11-13 13:00:00,2024-11-13 13:28:00,completed,Mindfulness time,Office,Break,
1329,1,Admin - Submit weekly report,2024-11-13 14:00:00,2024-11-13 14:31:00,completed,Submit weekly report,Office,Admin,
1330,1,Project Work - Implement module features,2024-11-14 08:00:00,2024-11-14 09:40:00,completed,Implement module features,Zoom,Project Work,
1331,1,Client Meeting - Align on next steps,2024-11-14 10:00:00,2024-11-14 10:49:00,to be rescheduled,Align on next steps,Zoom,Client Meeting,Joshua Blair
1326,1,Project Work - Write project documentation,2024-11-14 10:00:00,2024-11-14 11:05:00,completed,Write project documentation,Home,Project Work,
1333,1,Break - Coffee break,2024-11-14 11:00:00,2024-11-14 11:26:00,completed,Coffee break,Cafe,Break,
1323,1,Admin - Submit weekly report,2024-11-14 11:00:00,2024-11-14 11:23:00,completed,Submit weekly report,Home,Admin,
1334,1,Admin - Respond to internal emails,2024-11-14 12:00:00,2024-11-14 12:34:00,canceled,Respond to internal emails,Home,Admin,
1336,1,Email & Communication - Follow up on proposals,2024-11-14 13:00:00,2024-11-14 13:26:00,completed,Follow up on proposals,Google Meet,Email & Communication,
1337,1,Project Work - Fix reported bugs,2024-11-15 08:00:00,2024-11-15 09:11:00,completed,Fix reported bugs,Cafe,Project Work,
1332,1,Client Meeting - Align on next steps,2024-11-15 10:00:00,2024-11-15 10:49:00,completed,Align on next steps,Zoom,Client Meeting,Joshua Blair
1338,1,Client Meeting - Align on next steps,2024-11-15 10:00:00,2024-11-15 10:54:00,completed,Align on next steps,Google Meet,Client Meeting,Eric Carney
1339,1,Admin - Log expenses,2024-11-15 11:00:00,2024-11-15 11:35:00,completed,Log expenses,Zoom,Admin,
1340,1,Email & Communication - Follow up on proposals,2024-11-15 12:00:00,2024-11-15 12:29:00,canceled,Follow up on proposals,Office,Email & Communication,
1342,1,Project Work - Implement module features,2024-11-16 10:00:00,2024-11-16 11:19:00,canceled,Implement module features,Office,Project Work,
1344,1,Client Meeting - Review progress with client,2024-11-16 12:00:00,2024-11-16 12:36:00,to be rescheduled,Review progress with client,Home,Client Meeting,Jessica Holmes
1346,1,Break - Lunch break,2024-11-16 13:00:00,2024-11-16 13:26:00,completed,Lunch break,Cafe,Break,
1347,1,Email & Communication - Schedule meetings,2024-11-16 14:00:00,2024-11-16 14:27:00,canceled,Schedule meetings,Cafe,Email & Communication,
1349,1,Project Work - Fix reported bugs,2024-11-17 10:00:00,2024-11-17 11:20:00,completed,Fix reported bugs,Home,Project Work,
1343,1,Project Work - Implement module features,2024-11-17 10:00:00,2024-11-17 11:19:00,completed,Implement module features,Office,Project Work,
1350,1,Break - Lunch break,2024-11-17 12:00:00,2024-11-17 12:20:00,completed,Lunch break,Home,Break,
1335,1,Admin - Respond to internal emails,2024-11-17 12:00:00,2024-11-17 12:34:00,completed,Respond to internal emails,Home,Admin,
1351,1,Admin - Log expenses,2024-11-17 13:00:00,2024-11-17 13:21:00,to be rescheduled,Log expenses,Office,Admin,
1353,1,Email & Communication - Follow up on proposals,2024-11-17 14:00:00,2024-11-17 14:22:00,completed,Follow up on proposals,Zoom,Email & Communication,
1354,1,Project Work - Test new codebase,2024-11-18 09:00:00,2024-11-18 10:35:00,completed,Test new codebase,Cafe,Project Work,
1355,1,Client Meeting - Review progress with client,2024-11-18 11:00:00,2024-11-18 11:46:00,completed,Review progress with client,Google Meet,Client Meeting,Danny Morgan
1341,1,Email & Communication - Follow up on proposals,2024-11-18 12:00:00,2024-11-18 12:29:00,completed,Follow up on proposals,Office,Email & Communication,
1345,1,Client Meeting - Review progress with client,2024-11-18 12:00:00,2024-11-18 12:36:00,completed,Review progress with client,Home,Client Meeting,Jessica Holmes
1356,1,Break - Coffee break,2024-11-18 12:00:00,2024-11-18 12:25:00,completed,Coffee break,Zoom,Break,
1352,1,Admin - Log expenses,2024-11-18 13:00:00,2024-11-18 13:21:00,completed,Log expenses,Office,Admin,
1357,1,Admin - Respond to internal emails,2024-11-18 13:00:00,2024-11-18 13:40:00,to be rescheduled,Respond to internal emails,Google Meet,Admin,
1348,1,Email & Communication - Schedule meetings,2024-11-18 14:00:00,2024-11-18 14:27:00,completed,Schedule meetings,Cafe,Email & Communication,
1359,1,Project Work - Test new codebase,2024-11-19 08:00:00,2024-11-19 09:40:00,completed,Test new codebase,Home,Project Work,
1360,1,Client Meeting - Demo completed features,2024-11-19 10:00:00,2024-11-19 10:55:00,to be rescheduled,Demo completed features,Home,Client Meeting,Crystal Robinson
1362,1,Break - Mindfulness time,2024-11-19 11:00:00,2024-11-19 11:29:00,completed,Mindfulness time,Google Meet,Break,
1363,1,Admin - Respond to internal emails,2024-11-19 12:00:00,2024-11-19 12:24:00,completed,Respond to internal emails,Office,Admin,
1364,1,Project Work - Test new codebase,2024-11-20 08:00:00,2024-11-20 09:32:00,completed,Test new codebase,Google Meet,Project Work,
1365,1,Client Meeting - Review progress with client,2024-11-20 10:00:00,2024-11-20 10:38:00,completed,Review progress with client,Zoom,Client Meeting,Mark Perez
1366,1,Break - Mindfulness time,2024-11-20 11:00:00,2024-11-20 11:27:00,completed,Mindfulness time,Google Meet,Break,
1358,1,Admin - Respond to internal emails,2024-11-20 13:00:00,2024-11-20 13:40:00,completed,Respond to internal emails,Google Meet,Admin,
1367,1,Break - Mindfulness time,2024-11-21 09:00:00,2024-11-21 09:20:00,completed,Mindfulness time,Home,Break,
1368,1,Email & Communication - Schedule meetings,2024-11-21 10:00:00,2024-11-21 10:17:00,canceled,Schedule meetings,Google Meet,Email & Communication,
1370,1,Project Work - Fix reported bugs,2024-11-22 09:00:00,2024-11-22 10:18:00,completed,Fix reported bugs,Office,Project Work,
1361,1,Client Meeting - Demo completed features,2024-11-22 10:00:00,2024-11-22 10:55:00,completed,Demo completed features,Home,Client Meeting,Crystal Robinson
1371,1,Client Meeting - Review progress with client,2024-11-22 11:00:00,2024-11-22 11:57:00,completed,Review progress with client,Office,Client Meeting,Shannon Jones
1372,1,Break - Mindfulness time,2024-11-22 12:00:00,2024-11-22 12:27:00,completed,Mindfulness time,Zoom,Break,
1373,1,Admin - Respond to internal emails,2024-11-22 13:00:00,2024-11-22 13:26:00,completed,Respond to internal emails,Zoom,Admin,
1374,1,Email & Communication - Follow up on proposals,2024-11-22 14:00:00,2024-11-22 14:29:00,to be rescheduled,Follow up on proposals,Cafe,Email & Communication,
1376,1,Client Meeting - Demo completed features,2024-11-23 08:00:00,2024-11-23 08:55:00,canceled,Demo completed features,Google Meet,Client Meeting,Michael Lewis
1378,1,Break - Lunch break,2024-11-23 09:00:00,2024-11-23 09:16:00,upcoming,Lunch break,Office,Break,
1375,1,Email & Communication - Follow up on proposals,2024-11-23 14:00:00,2024-11-23 14:29:00,completed,Follow up on proposals,Cafe,Email & Communication,
1379,1,Project Work - Test new codebase,2024-11-24 08:00:00,2024-11-24 09:32:00,completed,Test new codebase,Google Meet,Project Work,
1380,1,Client Meeting - Demo completed features,2024-11-24 10:00:00,2024-11-24 10:49:00,to be rescheduled,Demo completed features,Cafe,Client Meeting,Timothy Duncan
1369,1,Email & Communication - Schedule meetings,2024-11-24 10:00:00,2024-11-24 10:17:00,completed,Schedule meetings,Google Meet,Email & Communication,
1382,1,Admin - Update invoices,2024-11-24 11:00:00,2024-11-24 11:38:00,completed,Update invoices,Office,Admin,
1383,1,Email & Communication - Follow up on proposals,2024-11-24 12:00:00,2024-11-24 12:18:00,canceled,Follow up on proposals,Zoom,Email & Communication,
1385,1,Break - Mindfulness time,2024-11-25 09:00:00,2024-11-25 09:22:00,completed,Mindfulness time,Google Meet,Break,
1386,1,Admin - Submit weekly report,2024-11-25 10:00:00,2024-11-25 10:39:00,to be rescheduled,Submit weekly report,Google Meet,Admin,
1377,1,Client Meeting - Demo completed features,2024-11-26 08:00:00,2024-11-26 08:55:00,completed,Demo completed features,Google Meet,Client Meeting,Michael Lewis
1388,1,Project Work - Fix reported bugs,2024-11-26 10:00:00,2024-11-26 11:01:00,completed,Fix reported bugs,Google Meet,Project Work,
1387,1,Admin - Submit weekly report,2024-11-26 10:00:00,2024-11-26 10:39:00,completed,Submit weekly report,Google Meet,Admin,
1384,1,Email & Communication - Follow up on proposals,2024-11-26 12:00:00,2024-11-26 12:18:00,completed,Follow up on proposals,Zoom,Email & Communication,
1389,1,Client Meeting - Align on next steps,2024-11-26 12:00:00,2024-11-26 12:36:00,completed,Align on next steps,Zoom,Client Meeting,Richard Aguirre
1390,1,Break - Mindfulness time,2024-11-26 13:00:00,2024-11-26 13:21:00,completed,Mindfulness time,Cafe,Break,
1391,1,Admin - Respond to internal emails,2024-11-26 14:00:00,2024-11-26 14:25:00,completed,Respond to internal emails,Cafe,Admin,
1392,1,Email & Communication - Sort inbox,2024-11-26 15:00:00,2024-11-26 15:23:00,completed,Sort inbox,Google Meet,Email & Communication,
1393,1,Project Work - Test new codebase,2024-11-27 09:00:00,2024-11-27 10:14:00,canceled,Test new codebase,Office,Project Work,
1381,1,Client Meeting - Demo completed features,2024-11-27 10:00:00,2024-11-27 10:49:00,completed,Demo completed features,Cafe,Client Meeting,Timothy Duncan
1395,1,Break - Take a short walk,2024-11-27 11:00:00,2024-11-27 11:26:00,completed,Take a short walk,Office,Break,
1396,1,Admin - Submit weekly report,2024-11-27 12:00:00,2024-11-27 12:37:00,completed,Submit weekly report,Office,Admin,
1397,1,Project Work - Write project documentation,2024-11-28 08:00:00,2024-11-28 09:18:00,canceled,Write project documentation,Office,Project Work,
1399,1,Client Meeting - Demo completed features,2024-11-28 10:00:00,2024-11-28 10:45:00,completed,Demo completed features,Cafe,Client Meeting,Brent Jordan
1400,1,Break - Lunch break,2024-11-28 11:00:00,2024-11-28 11:19:00,completed,Lunch break,Google Meet,Break,
1401,1,Admin - Log expenses,2024-11-28 12:00:00,2024-11-28 12:36:00,completed,Log expenses,Zoom,Admin,
1402,1,Email & Communication - Reply to client emails,2024-11-28 13:00:00,2024-11-28 13:25:00,to be rescheduled,Reply to client emails,Google Meet,Email & Communication,
1404,1,Project Work - Fix reported bugs,2024-11-29 08:00:00,2024-11-29 09:59:00,canceled,Fix reported bugs,Home,Project Work,
1406,1,Client Meeting - Discuss contract terms,2024-11-29 10:00:00,2024-11-29 10:50:00,completed,Discuss contract terms,Cafe,Client Meeting,John Daniel
1407,1,Break - Lunch break,2024-11-29 11:00:00,2024-11-29 11:16:00,completed,Lunch break,Home,Break,
1408,1,Email & Communication - Schedule meetings,2024-11-29 12:00:00,2024-11-29 12:16:00,canceled,Schedule meetings,Home,Email & Communication,
1394,1,Project Work - Test new codebase,2024-11-30 09:00:00,2024-11-30 10:14:00,completed,Test new codebase,Office,Project Work,
1410,1,Project Work - Write project documentation,2024-11-30 09:00:00,2024-11-30 10:00:00,completed,Write project documentation,Office,Project Work,
1411,1,Client Meeting - Align on next steps,2024-11-30 11:00:00,2024-11-30 11:50:00,completed,Align on next steps,Google Meet,Client Meeting,Victoria Garcia
1412,1,Admin - Respond to internal emails,2024-11-30 12:00:00,2024-11-30 12:26:00,to be rescheduled,Respond to internal emails,Google Meet,Admin,
1414,1,Email & Communication - Follow up on proposals,2024-11-30 13:00:00,2024-11-30 13:20:00,completed,Follow up on proposals,Office,Email & Communication,
1405,1,Project Work - Fix reported bugs,2024-12-01 08:00:00,2024-12-01 09:59:00,completed,Fix reported bugs,Home,Project Work,
1398,1,Project Work - Write project documentation,2024-12-01 08:00:00,2024-12-01 09:18:00,completed,Write project documentation,Office,Project Work,
1415,1,Project Work - Fix reported bugs,2024-12-01 10:00:00,2024-12-01 11:12:00,completed,Fix reported bugs,Home,Project Work,
1416,1,Client Meeting - Discuss contract terms,2024-12-01 12:00:00,2024-12-01 12:32:00,completed,Discuss contract terms,Google Meet,Client Meeting,Gerald Hensley
1403,1,Email & Communication - Reply to client emails,2024-12-01 13:00:00,2024-12-01 13:25:00,completed,Reply to client emails,Google Meet,Email & Communication,
1417,1,Admin - Submit weekly report,2024-12-01 13:00:00,2024-12-01 13:27:00,completed,Submit weekly report,Google Meet,Admin,
1418,1,Email & Communication - Follow up on proposals,2024-12-01 14:00:00,2024-12-01 14:23:00,canceled,Follow up on proposals,Cafe,Email & Communication,
1420,1,Project Work - Write project documentation,2024-12-02 09:00:00,2024-12-02 10:44:00,completed,Write project documentation,Home,Project Work,
